diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh,nci,article
déficience intellectuelle type Wolf, , , , , , , ,Q87.0,C1848439,C537448, , 
Q55782410, , , , , , , , ,"C1848221,C2746068,C3806579",C535532, , 
Q55782413, , , , , , , , ,C1848171,C537921, , 
Q55782417, , , , , , , ,Q77.7,C1848097,C564714, , 
Q55782425, , , , , , , ,Q87.8,C1846242,C564570, , 
Q55782429, , , , , , , , ,C1846169,C564561, , 
Q55782430, , , , , , , ,Q77.7,C1846148,C536671, , 
Q55782438, , , , , , , ,Q78.2,C1845919, , , 
Q55782449, , , , , , , ,Q87.8,C1845450,C564510, , 
Q55782453, , , , , , , ,Q87.1,C1845118, , , 
Trisomie Xq28, , , , , , , , ,C2749007,C567580, , 
syndrome CK, , , , , , , , ,C3151781, , , 
Q55782493, , , , , , , ,Q87.8,C3275487, , , 
Q55782495, , , , , , , ,Q99.8,C3275521, , , 
Q55782500, , , , , , , ,Q87.0,C3806742, , , 
Q55782505, , , , , , , , ,C4225422, , , 
Q55782507, , , , , , , , ,C0796218, , , 
syndrome MEND, , , , , , , ,Q87.8,C4085243, , , 
syndrome de déficience intellectuelle-calvitie-luxation de la rotule-acromicrie, , , , , , , ,Q87.8,C1866985, , , 
Q55782515, , , , , , , , ,C4311049, ,C177544, 
Q55782525, , , , , , , , ,C4310810, , , 
Q55782531, , , , , , , ,Q11.2,C1844948,C564457, , 
Q55782532, , , , , , , ,Q87.8,"C1844935,C2931745","C535465,C538135", , 
dysostose mandibulo-faciale liée à l'X, , , , , , , ,Q75.4,C1844918,C537102, , 
atrésie du colon, , , , , , , ,Q42.9,C0266190,C562562,C101024, 
Q55782545, , , , , , , , ,C1844680,C564435, , 
Q55782559, , , , , , , ,Q04.2,C1844016,C564409, , 
Q55782562, , , , , , , ,Q87.8,"C1843994,C2931285", , , 
Q55782585, , , , , , , ,G82.1,C2745996,C537058, , 
Q55782587, , , , , , , ,Q87.5,C1839729,C564101, , 
syndactylie type 8, , , , , , , ,Q70.0,C1839728, , , 
syndrome de Pierre Robin-anomalie facio-digitale, , , , , , , ,Q87.8,"C1839464,C2931064",C535926, , 
syndrome TARP,"Persistance de la veine cave supérieure gauche,communication inter-auriculaire,fente palatine isolée,micrognathie,pied bot", , , , , , ,Q87.8,C1839463,C536942, , 
Q55782612, , , , , , , ,G11.4,"C1839267,C2931291",C536692, , 
Q55782619, , , , , , , ,Q77.8,C0796172,C563124, , 
Q55782693, , , , , , , ,Q73.8,C1839123,C536936, , 
Q55782695, , , , , , , , ,"C1839115,C2931228", , , 
Q55782717, , , , , , , ,G71.3,C1839028,C564026, , 
Q55782721, , , , , , , ,G71.3,C3151898, , , 
Q55782726, , , , , , , ,K59.1,C1838912,C564019, , 
myopathie mitochondriale létale infantile, , , , , , , ,G71.3,C1838876,C564017, , 
Q55782751, , , , , , , ,Q87.8,C3151959, , , 
Q55782752, , , , , , , , ,C1838854,C564013, , 
syndrome spondylo-camptodactylie, , , , , , , ,Q77.8,C1838781,C535779, , 
Q55782818, , , , , , , ,Q56.3,"C1838611,C2931233", , , 
Q55009183, , , , , , , , , , , , 
maladie d'Hirata, , , , , , ,279.49,E16.1,C0854359, , , 
Q55009200, , , , , , , , , , , , 
Q55009203, , , , , , , , , , , , 
Q55009341, , , , , , , , ,C0587260, , , 
trichomonose à Trichomonas vaginalis, , , , ,Trichomonas vaginalis, , ,A59.00, , , , 
trichomonose à Trichomonas tenax, , , , ,Trichomonas tenax, , , , , , , 
infection de virus à ARN monocaténaire à polarité positive, , , , ,infection, , , , , , , 
infection de virus à ARN monocaténaire à polarité négative, , , , ,infection, , , , , , , 
hyperostose endostale, , , , , , , , , , , , 
Q55010354, , , , , , , ,G60.0,C1837805, , , 
état délirant, , , , , , ,297.9, ,C1456783, , , 
Q55013018, ,désonide, , , , , , , ,D017443, , 
rupture d'anévrisme, , , , , , , , ,C0162869,D017542,C26999, 
cardiomyopathie hypertrophique obstructive, , , , , , , , ,CL495870, , , 
rupture d'anévrisme aortique, , , , , , , , ,C0741160, ,C27198, 
lésion du nerf lingual, , , , , , , , , ,D061222, , 
déformation acquise du nez, , , , , , , , , ,D009667, , 
traumatisme maxillo-facial, , , , , , , , , ,D008446, , 
Q55082242, , , , , , , , ,"C1301937,C3552713",D000070558, , 
fractures du cartilage, , , , , , , , ,C1564560,D050724, , 
fistule de la vessie, , , , , , , , ,C0005690,D001747,C79849, 
helminthiase  à Secernentea, , , , ,infection, , , , ,D017190, , 
mycose oculaire, , , , , , , , ,C0015405,D015821, , 
lésion traumatique du nerf laryngé récurrent, , , , , , , , , ,D061226,C103171, 
rétinopathie paranéoplasique, , , , , , ,362.10, ,"C0730307,C1321315",D059545, , 
neutropénie fébrile liée à une chimiothérapie, , , , , , , , , ,D064146, , 
réticuloendothéliose aviaire, , , , ,infection, , , , ,D055761, , 
ostéophytose vertébrale,ostéophyte, , , , , , , , ,D013128, , 
Q55082461, , , , , , , , ,C4277746,D000070600, , 
rétroversion  de l'os, , , , , , , , , ,D060751, , 
déformation acquise du pied, , , , , , , , , ,D005531, , 
myosite de l'orbite, , , , , , , , , ,D055622,C117296, 
anomalie lymphatique, , , , , , , , , ,D044148, , 
échinococcose hépatique, , , , , , , , , ,D004444, , 
fracture multiple, , , , , , , , ,"C0016655,C1833752,C3805574,C3806283",D000069076, , 
fistule de la bouche, , , , , , , , , ,D016155, , 
blessure prénatale, , , , , , , , , ,D049188, , 
paraparésie spastique, , , , , , , , ,C0037771,D020336, , 
supraglottite, , , , , , , , , ,D059525, , 
pancréatite du greffon, , , , , , , , , ,D055589, , 
asymétrie faciale, , , , , , , , ,C1306710,D005146, , 
traumatisme cérébro-vasculaire, , , , , , , , , ,D020214, , 
hémorragie cérébrale traumatique, , , , , , , , , ,D020198, , 
Antéversion de l'os, , , , , , , , , ,D060750, , 
malformation  des ongles, , , , , , , , , ,D009264, , 
kyste médiastinal, , , , , , , , , ,D008476, , 
tumeurs de la prostate résistantes à la castration, , , , , , , , , ,D064129, , 
migration de dispositif intra-utérin, , , , , , , , , ,D058736, , 
Cellules malpighiennes atypiques du col utérin, , , , , , , , , ,D065309, , 
fistule gastrique, , , , , , , , , ,D005747, , 
lymphadénopathie immunoblastique, , , , , , , , , ,D007119, , 
migration de lentille intra-oculaire, , , , , , , , , ,D060437, , 
tumeur unilatérale du sein, , , , , , , , , ,D000069584, , 
toxicose à tique, , , , , , , , , ,D013986, , 
tumeur du glomus jugulaire, , , , , , , , ,C0017671,D005925, , 
rupture de l'estomac, , , , , , , , , ,D013275, , 
contracture de la hanche, , , , , , , , , ,D006616, , 
Cancer colorectal héréditaire sans polypose type 2, , , , , , , , ,C1333991,D055847, , 
dégénérescence rétrograde, , , , , , , , , ,D012183, , 
hémorragie méningée traumatique, , , , , , , , , ,D020206, , 
panniculite péritonéale, , , , , , , , , ,D015436, , 
hémorragie traumatique du tronc cérébral, , , , , , , , , ,D020203, , 
silicotuberculose, , , , , , , , , ,D012830, , 
dent dévitalisée, , , , ,Pulpectomie, , , , ,D019553, , 
rhinite allergique perannuelle, , , , , , , , ,C0035457,D012221,C92189, 
lichen plan buccal, , , , , , , , ,C0206139,D017676, , 
Q55332137, , , , , , , , ,"C1858391,C4012790", ,C132224, 
Q55345638, , , , , , , , ,C1836694,C563783, , 
Q55345656, , , , , , , , ,"C1852267,C3276549", , , 
Q55345665, , , , , , , , ,C1834703, , , 
Q55345666, , , , , , , , ,C1834692, , , 
amyotrophie spinale proximale autosomique dominante de l'adulte, , , , , , , ,G12.1,"C1854058,C1866777", , , 
rétino-choroïdopathie vitreuse dominante, , , , , , , ,H35.5,"C1860406,C2674009,C3888099",C536352, , 
dégénérescence vitréo-rétinienne en flocons de neige, , , , , , , ,H35.5,C1860405,C536677, , 
vitréorétinopathie inflammatoire néovasculaire autosomique dominante, , , , , , ,362.29,H35.2,C1860404, , , 
syndrome de surdité-hypoplasie de l'émail-anomalie des ongles, , , , , , , , , ,C535994, , 
Q55345715, , , , , , , ,G60.8,C1850395,C564948, , 
Q55345735, , , , , , , ,G12.2,C1845359,C564506, , 
Q55345743, , , , , , , ,G11.1,C0796205,C563134, , 
Q55345761, , , , , , , , ,C1832466,C535351, , 
Q55345767, , , , , , , , ,C1863924,C566381, , 
"maladie d'Alzheimer, familiale d'apparition précoce, avec coexistance d'une pathologie amyloïde et à prion", , , , , , , , ,C1857933,C565728, , 
Q55345784, , , , , , , , ,C1847650,C564678, , 
Q55345789, , , , , , , , ,C1843315,C564362, , 
Q55345794, , , , , , , , ,C2608087, , , 
ataxie du cordon postérieur - rétinite pigmentaire, , , , , , , ,G11.1,C1836916,C536343, , 
Q55345810, , , , , , , ,G11.2,"C1853116,C3683483", , , 
Q55345815, , , , , , , ,G12.2,C1970211,C567023, , 
Q55345816, , , , , , , ,E75.2,C1970180, , , 
Q55345821, , , , , , , ,G11.1,C2677589,C567436, , 
Q55345828, , , , , , , ,H47.2,C2751812, , , 
Q55345836, , , , , , , , ,C3150619, , , 
Q55345838, , , , , , , ,E75.2,C3150990, , , 
Q55345859, , , , , , , ,G12.2,C3553989, , , 
Q55345873, , , , , , , ,G12.1,C3809049, , , 
Q55345874, , , , , , , , , , , , 
Q55345878, , , , , , , ,G31.8,C3809665, , , 
Q55345880, , , , , , , , ,C3711384, , , 
Q55345884, , , , , , , ,G11.3,C4014676, , , 
Q55782819, , , , , , , ,Q87.8,C1838606,C563994, , 
Q55782821, , , , , , , ,Q87.0,C1838562,C535831, , 
Q55782837, , , , , , , ,Q18.8,C1838348, , , 
syndrome de Toriello-Lacassie-Droste, , , , , , , , ,C1838329,C563969, , 
Q55782841, , , , , , , ,Q87.2,C1838328,C537036, , 
Q55782842, , , , , , , , ,C1838327,C536328,C177539, 
syndrome PARC, , , , , , , ,Q87.8,C1838256,C537174, , 
Q55782852, , , , , , , ,Q87.2,C1838161,C563942, , 
syndrome acro-cardio-facia, , , , , , , ,Q87.8,C1838121,C563936, , 
Q55782857, , , , , , , ,D58.8,C1838120,C563935, , 
Q55782858, , , , , , , ,Q77.7,C1833603,C563472, , 
kyste dermoïde nasal, , , , , , , ,Q18.8,C1833473,C563455, , 
syndrome vélo-facio-squelettique, , , , , , , ,Q87.0,C1833380,C536536, , 
syndrome  anophtalmie-plus, , , , , , , ,Q87.8,C1833339,C537767, , 
Q55782891, , , , , , , , ,C1832949,C535528, , 
Q55782892, , , , , , , ,Q87.8,"C1832948,C2931197,C3551260",C536461, , 
Q55782897, , , , , , , , ,"C1832859,C2931368","C536918,C563403", , 
syndrome d'aplasie cutanée-myopie, , , , , , , ,Q84.8,C1832826,C563394, , 
Q55782923, , , , , , , , ,C1832812,C563390, , 
syndrome de Harrod, , , , , , , ,Q87.8,C0795970,C535635, , 
nanisme micromélique type Fryns, , , , , , , ,Q77.8,C1832800,C537556, , 
Q55782991, , , , , , , ,Q04.3,C1832678,C563383, , 
Q55782993, , , , , , , ,Q87.8,C1832668,C563380, , 
Q55782994, , , , , , , ,Q87.8,"C1832666,C2931750",C538160, , 
Q55782997, , , , , , , ,Q87.5,C0796046,C537625, , 
Q55783030, , , , , , , , ,C1832592,C536062, , 
dysplasie ectodermique odonto-micronychiale, , , , , , , , ,C1832473,C537741, , 
Q55783063, , , , , , , ,Q87.8,C1832472,C536336, , 
Q55783066, , , , , , , , ,C1832444,C563347, , 
syndrome MMEP, , , , , , , ,Q87.8,C1832440,C537686, , 
Petite taille type Bruxelles, , , , , , , ,Q87.1,C1832439,C537121, , 
Q55783092, , , , , , , , ,C1832438,C535928, , 
Q55783093, , , , , , , ,Q87.8,"C1832437,C2931579",C537662, , 
syndrome de Fine-Lubinsky, , , , , , , ,Q87.8,C0795941,C537933, , 
Q55783095, , , , , , , ,Q87.8,"C1832436,C2931129", , , 
amélie  autosomique récessive, , , , , , , ,Q73.0,C1832432,C563338, , 
Q55783098, , , , , , , ,Q93.5,C1832431,C563337, , 
Q55783100, , , , , , , ,Q04.3,C1832412,C563331, , 
Q55783101, , , , , , , ,Q82.8,C1832411,C536180, , 
Q55783102, , , , , , , ,Q77.8,C1832410,C563330, , 
Q55783170, , , , , , , ,Q78.8,C1832359,C537609, , 
Q55783172, , , , , , , ,Q87.2,C1832353,C563315, , 
Q55783173, , , , , , , ,Q87.0,C1832352,C537865, , 
syndrome tricho-dentaire, , , , , , , , ,C0406724,C536551, , 
Q55783204, , , , , , , ,Q87.0,C1832167,C563293, , 
Q55783206, , , , , , , ,Q78.8,C1832112,C563291, , 
syndrome d'agénésie pulmonaire-anomalie cardiaque-pouce triphalangé, , , , , , , ,Q87.8,"C0265780,C2930988,C3275954",C535708, , 
Q55783216, , , , , , , ,Q77.7,C1866507, , , 
syndrome de Curry Jones, , , , , , , ,Q87.0,C0795915,C536735, , 
syndrome d'Ehlers-Danlos  type musculo-contractural, , , , , , , ,Q79.6,"C1866294,C2931780",C000600608,C168975, 
Q55783226, , , , , , , ,Q87.8,C1866256,C566623, , 
Q55783230, , , , , , , ,E34.8,C1866182,C536653, , 
Q55783257, , , , , , , ,Q77.8,C1865695,C535795, , 
syndrome de Pierpont, , , , , , , , ,C1865644,C566559, , 
ostéocraniosténose, , , , , , , ,Q78.0,C1865639,C537291, , 
Syndrome dent et ongle de Fried, , , , , , , , ,"C0406715,C1865594,C3551424", , , 
Q55783266, , , , , , , ,Q87.1,C1865361,C566544, , 
Q55783270, , , , , , , , ,"C1865294,C2930869","C535292,C535548", , 
Q55783272, , , , , , , , ,C1865286, , , 
syndrome de Grange, , , , , , , ,Q87.8,C1865267,C566529, , 
Q55783279, , , , , , , ,Q93.5,"C1865208,C2930913",C566526,C98993, 
Q55783282, , , , , , , ,Q77.7,C1865185,C566523, , 
syndrome cranio-micromélique, , , , , , , ,Q87.0,C1865184,C566522, , 
Q55783286, , , , , , , ,Q87.0,C1865181,C566520, , 
Q55783290, , , , , , , ,Q77.7,C1865134,C566515, , 
Q55783325, , , , , , , ,Q77.7,C1863732,C535784,C125419, 
Q55783332, , , , , , , , ,C1863678,C566357, , 
Q55783337, , , , , , , , ,C1863647,C536666, , 
Q55783347, , , , , , , , ,C1863516,C566332, , 
maladie des os de verre, , , , , , , , ,C1859069,C565842, , 
épidermolyse bulleuse dystrophique prurigineuse, , , , , , ,757.39,Q81.2,C1275114,C563192, , 
Q55783357, , , , , , , , ,C1858717, , , 
syndrome de blépharophimosis-déficience intellectuelle type Verloes, , , , , , , , ,C1858538,C565797, , 
Q55783367, , , , , , , , ,C1858535, , , 
Q55783373, , , , , , , ,Q87.2,C1858420,C565782, , 
arthrose précoce avec dysplasie spondyloépiphysaire intermédiaire due à une mutation du gène COL2A1, , , , , , ,755.63,Q77.7,C1858079, , , 
syndrome d'Okamoto, , , , , , , ,Q87.8,C1858043,C565736, , 
Q55783393, , , , , , , ,Q78.8,C1858032,C565734, , 
Q55783394, , , , , , , ,G40.3,C0917800, , , 
syndrome cérébrooculonasal, , , , , , , ,Q87.0,C1854108,C565313, , 
dysplasie du pelvis en hochet de bébé, , , , , , , , ,"C1853911,C2931614","C537794,C565282", , 
Q55783436, , , , , , , ,Q78.5,C1853825,C565271, , 
Q55783453, , , , , , , ,Q79.6,C1848029,C536193, , 
Q55783458, , , , , , , , ,C1847866,C564701, , 
Q55783459, , , , , , , , ,C1847865,C564700, , 
Q55783472, , , , , , , ,Q87.8,C1847522,C564660, , 
myohyperplasie hémifaciale, , , , , , ,744.89,Q67.4,C1847521,C535862, , 
Q55783477, , , , , , , ,M06.8,C1847406,C564656,C175208, 
Q55783487, , , , , , , ,Q87.8,C1846671,C564611, , 
microcéphalie létale type Amish, , , , , , , ,Q02,C1846648,C538247, , 
Q55783489, , , , , , , ,Q87.8,"C1846617,C2931373",C536948, , 
dysplasie ostéofibreuse, , , , , , , , ,C1709353,C563276,C53970, 
paralysie du regard horizontal - scoliose progressive, , , , , , ,737.43,H49.4,C1846496,C564593, , 
Q55783500, , , , , , , ,Q87.8,C1846331,C537704, , 
Q55783512, , , , , , , ,Q77.8,C1843706,C535791, , 
Q55783524, , , , , , , ,Q82.8,C1843291,C536220, , 
Q55783530, , , , , , , ,Q87.1,"C1843181,C3501846", , , 
Q55783548, , , , , , , ,Q78.8,C1842465,C564283, , 
Q55783559, , , , , , , , ,C1842363,C564271, , 
Q55783565, , , , , , , , ,C1842316,C564263, , 
Q55783572, , , , , , , ,Q77.7,C1842149,C564252, , 
syndrome de Braddock, , , , , , , ,Q87.8,C1842082,C564244, , 
Q55783579, , , , , , , ,Q87.0,C1842058,C564241, , 
syndrome de dysplasie osseuse Larsen-like-nanisme, , , , , , , ,Q74.8,C1837884,C563914, , 
Q55783590, , , , , , , ,Q73.8,C1837830,C563905, , 
Q55783595, , , , , , , , ,C1837750,C563898, , 
Q55783599, , , , , , , ,Q87.0,C1837564,C563880, , 
AICA-ribosidurie, , , , , , , ,E79.8,C1837530,C563876, , 
Q55783602, , , , , , , ,Q77.7,C1837481,C563869, , 
Q55783604, , , , , , , , ,C1837462,C536199, , 
Q55783605, , , , , , , ,G90.8,C1837371, , , 
Q55783623, , , , , , , ,Q77.8,C1837073, , , 
syndrome de Meacham, , , , , , , ,Q87.8,"C1837026,C2931752", , , 
syndrome BNAR, , , , , , , ,Q87.8,C2750433,C567672, , 
Q55783635, , , , , , , ,Q77.8,C1836862,C563803, , 
Q55783638, , , , , , , , ,C1836823,C563798, , 
Q55783639, , , , , , , , ,C1836780,C563796, , 
Q55783642, , , , , , , , ,C1836723,C563787, , 
dysplasie Tchèque de type métatarsique, , , , , , , ,Q77.7,C1836683,C535766, , 
surdité branchiogénique, , , , , , , ,Q87.0,C1836673,C563780, , 
Q55783652, , , , , , , , ,C1836584,C563772, , 
Q55783660, , , , , , , , ,C1836460,C563750, , 
Q55783661, , , , , , , , ,C1836439,C563747, , 
Q55783666, , , , , , , ,Q77.3,C1836315,C563736, , 
Q55783667, , , , , , , ,Q77.3,C1836307,C563735, , 
Q55783670, , , , , , , ,Q87.8,C1836287,C563731, , 
Q55783673, , , , , , , ,"Q70.0,Q70.2",C1836206,C563721, , 
syndrome de microdélétion 14q22q23, , , , , , , ,Q93.5,C1864825,C535639, , 
ostéolyse talo-patello-scaphoïde, , , , , , , , ,C1864784,C536894, , 
Q55783693, , , , , , , ,Q92.3,"C1857844,C3149767",C565723,C165597, 
Q55783715, , , , , , , , ,C1864942,C536064, , 
Q55783727, , , , , , , , ,C1864668,C566437, , 
syndrome cardiomélique type slovène, , , , , , , ,Q87.2,C1857829,C535852, , 
pachygyrie frontotemporale autosomique récessive, , , , , , , ,Q04.3,C1853215,C538092, , 
dysplasie spondylo-épimétaphysaire type Geneviève, , , , , , , ,Q77.7,C1864872,C535785, , 
syndrome d'agammaglobulinémie-microcéphalie-craniosténose-dermatite sévère, , , , , , , ,Q87.0,C1864848,C538055, , 
Q55783756, , , , , , , ,Q56.0,"C2674504,C3149931",C567165, , 
"surdité avec aplasie du labyrinthe, microtie et microdontie", , , , , , ,759.89,Q16.5,"C1853144,C2932664","C548011,C565195", , 
Q55783767, , , , , , , ,G71.3,C1835845,C563665, , 
syndrome de surdité-infertilité, , , , , , ,758.39,Q93.5,C1970187,C567010, , 
Q55783804, , , , , , , ,E71.3,C1970173,C567006, , 
Q55783805, , , , , , , , ,C1970027,C566988, , 
Q55783820, , , , , , , , ,C1969063, , , 
Q55783829, , , , , , , , ,C2673686,C535796, , 
Q55783832, , , , , , , ,Q77.7,C2673649,C567128, , 
syndrome de Temple-Baraitser, , , , , , , ,Q87.2,C2678486,C567516, , 
Q55783842, , , , , , , ,Q15.8,C2678482,C567512, , 
Q55783847, , , , , , , ,D82.8,C3150156, , , 
Q55783848, , , , , , , , ,C2677809,C567455, , 
syndrome progéroïde type Petty, , , , , , , ,E34.8,"C2676780,C2931653", , , 
Q55783885, , , , , , , ,Q87.0,"C2676772,C3808166",C567359, , 
syndrome d'Ehlers-Danlos type spondylo-cheiro-dysplasique, , , , , , , ,Q79.6,C2676510,C567340, , 
Q55783900, , , , , , , , ,C2676285,C567320, , 
Q55783902, , , , , , , , ,C2676234,C567309, , 
Q55783923, , , , , , , , ,C2675184,C567195, , 
Q55783925, , , , , , , , ,C0795969,C535632, , 
Q55783935, , , , , , , ,Q77.7,C2748544,C567558, , 
Q55783947, , , , , , , ,Q87.8,C2752001, , , 
Q55783948, , , , , , , ,Q87.8,C2751878,C567850, , 
Q55783951, , , , , , , ,G31.8,C2751855,C567847, , 
Q55783956, , , , , , , ,K72.0,"C2751567,C3278664", , , 
Q55783958, , , , , , , ,Q82.8,C2751321,C567770, , 
Q55783959, , , , , , , ,G71.3,C2751320,C567769, , 
syndrome CLAPO, , , , , , , ,Q87.3,C2751313,C567763, , 
polymicrogyrie avec hypoplasie du nerf optique, , , , , , , , ,C2750798,C567715, , 
Q55783989, , , , , , , ,Q77.8,C2750075,C567644, , 
immunodéficience combinée avec anomalies faciooculosquelettiques, , , , , , , ,Q87.8,C2750068,C567641, , 
dysplasie spondylo-mégaépiphysaire-métaphysaire, , , , , , , ,Q77.7,C2750066,C567639, , 
nanisme-brachydactylie type Mseleni, , , , , , , ,Q77.7,"C2931420,C3150544",C537086, , 
Q55784000, , , , , , , , ,C3150649, , , 
Q55784006, , , , , , , ,Q87.0,C3150703, , , 
Q55784007, , , , , , , , ,C3150706, , , 
Q55784010, , , , , , , ,Q87.1,C3150803, , , 
Q55784012, , , , , , , ,Q82.8,C3150809, , , 
Q55784018, , , , , , , ,Q82.0,C3150875, , , 
atrophie cérébrale et cérébelleuse infantile avec microcéphalie postnatale progressive, , , , , , , ,Q04.3,C3150921, , , 
