diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh
low anorectal malformation, , , , , , ,751.5,"Q42.2,Q42.3",C0345218, 
trisomy 18p, , , , , , , ,Q92.2,C2931811,C538307
distal trisomy 19q, , , , , , , ,Q92.3, , 
6q16 deletion syndrome, , , , , , , ,Q93.5, , 
trisomy 10p, , , , , , , ,Q92.2,C0795837,C538290
mosaic trisomy 20, , , , , , , ,Q92.1, , 
trisomy 5p, , , , , , , ,Q92.2, , 
mosaic trisomy 7, , , , , , , ,Q92.1,C2931631,C537822
fibular dimelia-diplopodia syndrome, , , , , , , ,Q74.8, , 
non-rhizomelic chondrodysplasia punctata, , , , , , , ,Q77.3, , 
Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1, , , , , , , ,Q87.1, , 
Prader-Willi syndrome due to translocation, , , , , , , ,Q87.1, , 
Prader-Willi syndrome due to imprinting mutation, , , , , , , ,Q87.1, , 
non-syndromic uterovaginal malformation, , , , , , , , , , 
Bicervical bicornuate uterus and blind hemivagina, , , , , , , ,Q51.1, , 
Bicervical bicornuate uterus with patent cervix and vagina, , , , , , , ,Q51.1, , 
cordiform uterus, , , , , , , ,Q51.3,C0266397, 
complete septate uterus, , , , , , , ,Q51.2, , 
agenesis and aplasia of uterine body, , , , , , , ,Q51.0, , 
transverse vaginal septum, , , , , , , ,"Q52.1,Q52.11", , 
"hidrotic ectodermal dysplasia, Halal type", , , , , , , ,Q82.8,C2930953,C535621
non-syndromic urogenital tract malformation of female, , , , , , , , , , 
non-syndromic urogenital tract malformation of male and female, , , , , , , , , , 
axial mesodermal dysplasia spectrum, , , , , , , ,Q87.8,C2931613,C537790
melorheostosis with osteopoikilosis, , , , , , , ,M85.8,"C2931505,C3149695", 
aminopterin/methotrexate embryofetopathy, , , , , , ,759.89,Q86.8,C0432367, 
fetal minoxidil syndrome, , , , , , ,760.79,Q86.8,C0432373, 
phenobarbital embryopathy, , , , , , , ,Q86.8, , 
methimazole embryofetopathy, , , , ,methimazole, , ,Q86.8, , 
shoulder and thorax deformity-congenital heart disease syndrome, , , , , , , ,Q87.8, , 
congenital microgastria, , , , , , ,750.7,Q40.2,C0266150, 
isolated cerebellar vermis hypoplasia, , , , , , , ,Q04.3, , 
syndrome with corpus callosum agenesis /dysgenesis as a major feature, , , , , , , , , , 
median cleft lip/mandibule, , , , , , , ,Q36.1, , 
congenital aortopulmonary window, , , , , , , ,Q21.4,C2931610,C537782
congenital bronchobiliary fistula, , , , , , , ,Q32.4, , 
Tracheo-esophageal fistula-hypospadias syndrome, , , , , , , ,Q87.8, , 
dysmorphism-pectus carinatum-joint laxity syndrome, , , , , , , ,Q87.8, , 
"craniosynostosis, Herrmann-Opitz type", , , , , , , ,Q75.0, , 
Hirschsprung disease-type D brachydactyly syndrome, , , , , , , ,Q43.1,C1844017,C538319
holoprosencephaly-caudal dysgenesis syndrome, , , , , , , ,Q04.2, , 
congenitally uncorrected transposition of the great arteries with cardiac malformation, , , , , , , ,Q20.3, , 
"mucopolysaccharidosis type 2, attenuated form", , , , , , , ,E76.1, , 
mitochondrial disease with hypertrophic cardiomyopathy, , , , , , , , , , 
hydrocephalus-obesity-hypogonadism syndrome, , , , , , , , , , 
dysplastic cortical hyperostosis, , , , , , , ,M89.8, , 
Rothmund-Thomson syndrome type 2, , , , , , , ,Q82.8, , 
mitochondrial oxidative phosphorylation disorder, , , , , , , , , , 
mitochondrial disease with epilepsy, , , , , , , , , , 
dysmorphism-short stature-deafness-disorder of sex development syndrome, , , , , , , ,Q87.8, , 
8q12 microduplication syndrome, , , , , , , ,Q92.3, , 
5q35 microduplication syndrome, , , , , , , ,Q92.3, , 
Ehlers-Danlos/osteogenesis imperfecta syndrome, , , , , , , ,Q79.6, ,C565178
Beckwith-Wiedemann syndrome due to 11p15 microdeletion, , , , , , , ,Q87.3, , 
silver-Russell syndrome due to 7p11.2p13 microduplication, , , , , , , ,Q87.1, , 
silver-Russell syndrome due to 11p15 microduplication, , , , , , , ,Q87.1, , 
microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome, , , , , , , ,Q15.8, , 
infectious embryofetopathy, , , , , , , , , , 
Kousseff syndrome, , , , , , , ,Q87.8,C2931444,C537223
digestive duplication, , , , , , , ,Q45.8, , 
megacystis-megaureter syndrome, , , , , , , ,Q62.7,C0431752, 
"congenital primary megaureter, obstructed form", , , , , , , ,Q62.2, , 
"congenital primary megaureter, nonrefluxing and unobstructed form", , , , , , , ,Q62.2, , 
ptosis-syndactyly-learning difficulties syndrome, , , , , , , , , , 
1q44 microdeletion syndrome, , , , , , , ,Q93.5, , 
macrocephaly-short stature-paraplegia syndrome, , , , , , , , ,C2931595,C537718
biliary atresia with splenic malformation syndrome, , , , , , , ,Q44.2, , 
congenital mitral malformation, , , , , , , , , , 
non-hereditary degenerative ataxia, , , , , , , , , , 
dysraphism-cleft lip/palate-limb reduction defects syndrome, , , , , , , ,Q00.0, , 
Melhem-Fahl syndrome, , , , , , , ,Q76.4,C2931453,C537238
lower limb deficiency-hypospadias syndrome, , , , , , , , ,C2930962,C535640
maternal uniparental disomy of chromosome 1, , , , , , , ,Q99.8, , 
2q33.1 microdeletion syndrome, , , , , , , ,Q93.5, , 
ring chromosome 5, , , , , , , ,Q93.2, , 
7q31 microdeletion syndrome, , , , , , , ,Q93.5, , 
8p23.1 microdeletion syndrome, , , , , , , ,Q93.5, ,C537827
microcephaly-seizures-intellectual disability-heart disease syndrome, , , , , , , ,Q87.8,C2931529,C537544
"microcephaly-microcornea syndrome, Seemanova type", , , , , , , ,Q87.8,"C0796151,C2931524","C537536,C537539"
microcornea-corectopia-macular hypoplasia syndrome, , , , , , , ,Q15.8,C2931531,C537551
19p13.12 microdeletion syndrome, , , , , , , ,Q93.5, , 
paternal 14q32.2 microdeletion syndrome, , , , , , , ,Q93.5, , 
paternal 14q32.2 hypomethylation syndrome, , , , , , , , , , 
mitochondrial oxidative phosphorylation disorder due to mitochondrial DNA anomalies, , , , , , , , , , 
mitochondrial oxidative phosphorylation disorder due to a point mutation of mitochondrial DNA, , , , , , , , , , 
mitochondrial oxidative phosphorylation disorder due to a duplication of mitochondrial DNA, , , , , , , , , , 
ataxia neuropathy spectrum, , , , , , , , ,C3683791, 
mitochondrial membrane transport disorder, , , , , , , , , , 
mitochondrial protein import disorder, , , , , , , , , , 
exercise intolerance with lactic acidosis, , , , , , , , , , 
maternally-inherited mitochondrial dystonia, , , , , , , ,G24.8, , 
myopathy-growth delay-intellectual disability-hypospadias syndrome, , , , , , , ,G71.8, , 
14q12 microdeletion syndrome, , , , , , , ,Q93.5, , 
16p11.2p12.2 microduplication syndrome, , , , , , , ,Q92.3, , 
16p13.11 microdeletion syndrome, , , , , , , ,Q93.5, , 
16q24.3 microdeletion syndrome, , , , , , , ,Q93.5, , 
trisomy 17p, , , , , , , ,Q92.2,C0795865,C538048
paternal 20q13.2q13.3 microdeletion syndrome, , , , , , , ,Q93.5, , 
trisomy 20p, , , , , , ,758.5,Q92.2,"C0265480,C2930888",C535371
distal 22q11.2 microduplication syndrome, , , , , , , ,Q92.3, , 
atypical Norrie disease due to monosomy Xp11.3, , , , , , , ,H35.5, , 
paternal uniparental disomy of chromosome X, , , , , , , ,Q99.8, , 
atrioventricular defect-blepharophimosis-radial and anal defect syndrome, , , , , , , ,Q87.8,C1838606,C563994
Tessier number 4 facial cleft, , , , , , , ,Q18.8,C1838348, 
short tarsus-absence of lower eyelashes syndrome, , , , , , , ,Q87.2,C1838328,C537036
PARC syndrome, , , , , , , ,Q87.8,C1838256,C537174
acrocardiofacial syndrome, , , , , , , ,Q87.8,C1838121,C563936
"spondyloepiphyseal dysplasia, Reardon type", , , , , , , ,Q77.7,C1833603,C563472
Velo-facial-skeletal syndrome, , , , , , , ,Q87.0,C1833380,C536536
infundibulopelvic stenosis-multicystic kidney syndrome, , , , , , , , ,C1832949,C535528
absent tibia-polydactyly-arachnoid cyst syndrome, , , , , , , , ,"C1832859,C2931368","C536918,C563403"
Ayme-Gripp syndrome, , , , , , , , ,C1832812,C563390
"micromelic dwarfism, Fryns type", , , , , , , ,Q77.8,C1832800,C537556
diaphragmatic defect-limb deficiency-skull defect syndrome, , , , , , , ,Q87.8,C1832668,C563380
skeletal dysplasia-epilepsy-short stature syndrome, , , , , , , ,Q87.5,C0796046,C537625
Odontomicronychial dysplasia, , , , , , , , ,C1832473,C537741
porencephaly-cerebellar hypoplasia-internal malformations syndrome, , , , , , , ,Q87.8,C1832472,C536336
"ectodermal dysplasia with natal teeth, Turnpenny type", , , , , , , , ,C1832444,C563347
"short stature, Brussels type", , , , , , , ,Q87.1,C1832439,C537121
epilepsy-microcephaly-skeletal dysplasia syndrome, , , , , , , ,Q87.8,"C1832437,C2931579",C537662
microcephaly-cardiac defect-lung malsegmentation syndrome, , , , , , , ,Q87.8,"C1832436,C2931129", 
distal monosomy 10p, , , , , , , ,Q93.5,C1832431,C563337
"hidrotic ectodermal dysplasia, Christianson-Fourie type", , , , , , , ,Q82.8,C1832411,C536180
"rhizomelic dysplasia, Patterson-Lowry type", , , , , , , ,Q78.8,C1832359,C537609
Oculoauriculofrontonasal syndrome, , , , , , , ,Q87.0,C1832352,C537865
facial dysmorphism-lens dislocation-anterior segment abnormalities-spontaneous filtering blebs syndrome, , , , , , , ,Q87.0,C1832167,C563293
lung agenesis-heart defect-thumb anomalies syndrome, , , , , , , ,Q87.8,"C0265780,C2930988,C3275954",C535708
spondyloepimetaphyseal dysplasia-abnormal dentition syndrome, , , , , , , ,Q77.7,C1866507, 
"Ehlers-Danlos syndrome, musculocontractural type", , , , , , , ,Q79.6,"C1866294,C2931780",C000600608
acroosteolysis-keloid-like lesions-premature aging syndrome, , , , , , , ,E34.8,C1866182,C536653
Pierpont syndrome, , , , , , , , ,C1865644,C566559
Fried's tooth and nail syndrome, , , , , , , , ,"C0406715,C1865594,C3551424", 
pelvic dysplasia-arthrogryposis of lower limbs syndrome, , , , , , , , ,"C1865294,C2930869","C535292,C535548"
Grange syndrome, , , , , , , ,Q87.8,C1865267,C566529
"spondyloepimetaphyseal dysplasia, Shohat type", , , , , , , ,Q77.7,C1865185,C566523
mandibulofacial dysostosis-macroblepharon-macrostomia syndrome, , , , , , , ,Q87.0,C1865181,C566520
spondyloepimetaphyseal dysplasia with multiple dislocations, , , , , , , ,Q77.7,C1863732,C535784
situs inversus totalis with cystic dysplasia of kidneys and pancreas, , , , , , , , ,C1863647,C536666
brittle bone disorder, , , , , , , , ,C1859069,C565842
"facial paresis, hereditary congenital, 2", , , , , , , , ,C1858717, 
"microcephaly 2, primary, autosomal recessive, with or without cortical malformations", , , , , , , , ,C1858535, 
patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome, , , , , , , ,Q87.2,C1858420,C565782
Okamoto syndrome, , , , , , , ,Q87.8,C1858043,C565736
wormian bone-multiple fractures-dentinogenesis imperfecta-skeletal dysplasia, , , , , , , ,Q78.8,C1858032,C565734
familial infantile myoclonic epilepsy, , , , , , , ,G40.3,C0917800, 
baby rattle pelvis dysplasia, , , , , , , , ,"C1853911,C2931614","C537794,C565282"
Ehlers-Danlos syndrome due to tenascin-X deficiency, , , , , , , ,Q79.6,C1848029,C536193
homozygous 11P15-P14 deletion syndrome, , , , , , , , ,C1847866,C564701
intellectual disability-obesity-prognathism-eye and skin anomalies syndrome, , , , , , , ,Q87.8,C1847522,C564660
familial digital arthropathy-brachydactyly, , , , , , , ,M06.8,C1847406,C564656
Amish lethal microcephaly, , , , , , , ,Q02,C1846648,C538247
anonychia-microcephaly syndrome, , , , , , , ,Q87.8,"C1846617,C2931373",C536948
osteofibrous dysplasia, , , , , , , , ,C1709353,C563276
developmental malformations-deafness-dystonia syndrome, , , , , , , ,Q87.8,C1846331,C537704
spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome, , , , , , , ,Q77.8,C1843706,C535791
Noonan syndrome-like disorder with loose anagen hair, , , , , , , ,Q87.1,"C1843181,C3501846", 
cataract-congenital heart disease-neural tube defect syndrome, , , , , , , , ,C1842363,C564271
Xp22.13p22.2 duplication syndrome, , , , , , , ,Q99.8, , 
congenital pericardium anomaly, , , , , , ,746.89,Q24.8,C0685699, 
short stature-webbed neck-heart disease syndrome, , , , , , , ,Q87.8,C2930950,C535613
pili torti-onychodysplasia syndrome, , , , , , , , ,C2931483,C537399
hypocalcemic rickets, , , , , , , , , , 
12q15q21.1 microdeletion syndrome, , , , , , , ,Q93.5, , 
Microtriplication 11q24.1, , , , , , , ,Q99.8, , 
congenital varicella syndrome, , , , , , ,771.2,P35.8,"C0343560,C4275251", 
preaxial polydactyly-colobomata-intellectual disability syndrome, , , , , , , ,Q87.2,C2931655,C537888
distal Xq28 microduplication syndrome, , , , , , , ,Q99.8, , 
hypogonadotropic hypogonadism-severe microcephaly-sensorineural hearing loss-dysmorphism syndrome, , , , , , , , , , 
intercalary limb defects, , , , , , , , , , 
non-syndromic terminal limb defects, , , , , , , , , , 
adactyly of hand, , , , , , , ,Q71.3,C0728895, 
postaxial polydactyly of fingers, , , , , , , ,Q69.0,C0431904, 
joint formation defects, , , , , , , , , , 
dysostosis with combined reduction defects of upper and lower limbs, , , , , , , , , , 
amelia of lower limb, , , , , , , ,Q72.0,C4024197, 
congenital absence of upper arm and forearm with hand present, , , , , , , ,Q71.1,C0031575, 
congenital absence of both forearm and hand, , , , , , , ,Q71.2,C1306663, 
apodia, , , , , , , ,Q72.3,C0265624, 
split foot, , , , , , , ,Q72.7,C0432028, 
non-syndromic brachydactyly of toes, , , , , , ,755.66,Q72.8,C0432029, 
hyperphalangy, , , , , , , ,Q74.8, , 
preaxial polydactyly of toes, , , , , , , ,Q69.2,"C0432036,C2112942", 
central polydactyly of toes, , , , , , , ,Q69.2, , 
congenital pseudoarthrosis of the femur, , , , , , , ,Q74.2, , 
congenital pseudoarthrosis of the radius, , , , , , , ,Q74.0, , 
tibio-fibular synostosis, , , , , , , ,Q74.2, , 
congenital patella dislocation, , , , , , , ,Q74.1,C0345360,C538081
"patella aplasia/hypoplasia, bilateral", , , , , , , ,Q74.1, , 
upper limb hypertrophy, , , , , , , ,Q74.0,C0575518, 
lower limb hypertrophy, , , , , , , ,Q74.2, , 
"amelia of upper limb, bilateral", , , , , , , ,Q71.0, , 
"amelia of lower limb, bilateral", , , , , , , ,Q72.0, , 
"humeral agenesis/hypoplasia, bilateral", , , , , , , ,Q71.8, , 
"femoral agenesis/hypoplasia, bilateral", , , , , , , ,Q72.4, , 
"radial hemimelia, bilateral", , , , , , , ,Q71.4, , 
"ulnar hemimelia, unilateral", , , , , , , ,Q71.5, , 
"tibial hemimelia, bilateral", , , , , , , ,Q72.5, , 
"congenital absence of upper arm and forearm with hand present, bilateral", , , , , , , ,"Q71.1,Q71.13", , 
"congenital absence of thigh and lower leg with foot present, bilateral", , , , , , , ,"Q72.1,Q72.13", , 
"congenital absence of both forearm and hand, bilateral", , , , , , , ,"Q71.2,Q71.23", , 
"congenital absence of both lower leg and foot, bilateral", , , , , , , ,"Q72.2,Q72.23", , 
"acheiria, bilateral", , , , , , , ,Q71.3,C0685394, 
"apodia, bilateral", , , , , , , ,Q72.3, , 
"congenital absence/hypoplasia of thumb, bilateral", , , , , , , ,Q71.3, , 
"adactyly of foot, unilateral", , , , , , , ,Q72.8, , 
"split hand, unilateral", , , , , , , ,Q71.6, , 
"split hand, bilateral", , , , , , , ,Q71.6, , 
"split foot, bilateral", , , , , , , ,"Q72.7,Q72.73", , 
"brachydactyly of fingers, bilateral", , , , , , , ,Q71.8, , 
"brachydactyly of toes, bilateral", , , , , , , ,Q72.8, , 
"Symbrachydactyly of hand and foot, bilateral", , , , , , , ,Q73.8, , 
"46,XY disorder of sex development due to impaired androgen production", , , , , , , , , , 
"46,XY disorder of sex development due to a cholesterol synthesis defect", , , , , , , , , , 
non-classic congenital lipoid adrenal hyperplasia due to STAR deficiency, , , , , , , ,E25.0, , 
syngnathia multiple anomalies, , , , , , , , , , 
Humero-radio-ulnar synostosis, , , , , , , ,Q74.0, , 
blepharophimosis-intellectual disability syndrome due to UBE3B deficiency, , , , , , , , , , 
hereditary thrombocytosis with transverse limb defect, , , , , , , ,Q87.2, , 
hypotrichosis-deafness syndrome, , , , , , , ,H90.5, , 
thrombocytopenia-robin sequence syndrome, , , , , , , , ,C2931364,C536898
trigonocephaly-broad thumbs syndrome, , , , , , , ,Q87.0, , 
aorto-ventricular tunnel, , , , , , , ,Q20.8,C4023262, 
microcephaly-brachydactyly-kyphoscoliosis syndrome, , , , , , , ,Q87.8,C2931177,C536349
mitochondrial DNA maintenance syndrome, , , , , , , , , , 
intellectual disability-obesity-brain malformations-facial dysmorphism syndrome, , , , , , , ,Q04.8, , 
phalangeal microgeodic syndrome, , , , , , , ,M89.5, , 
neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to 9q21 microdeletion, , , , , , , ,Q93.5, , 
congenital muscular alpha-dystroglycanopathy with brain and eye anomalies, , , , , , , , , , 
congenital anomaly of the great veins, , , , , , , , ,C0158632, 
"mitochondrial DNA depletion syndrome, hepatocerebrorenal form", , , , , , , ,E88.8, , 
2p13.2 microdeletion syndrome, , , , , , , ,Q93.5, , 
primary bone dysplasia, , , , , , , , , , 
primary bone dysplasia with micromelia, , , , , , , , , , 
dysostosis with limb and face anomalies as a major feature, , , , , , , , , , 
homozygous 2p21 microdeletion syndrome, , , , , , , ,Q93.5, , 
finger hyperphalangy-toe anomalies-severe pectus excavatum syndrome, , , , , , , ,Q87.2, , 
"spondyloepimetaphyseal dysplasia, Isidor type", , , , , , , ,Q77.8, , 
familial syringomyelia, , , , , , , ,Q06.4, , 
fetal carbamazepine syndrome, , , , , , ,760.8,Q86.8, , 
congenital disorder of glycosylation with dilated cardiomyopathy, , , , , , , ,E77.8, , 
congenital disorder of glycosylation-related bone disorder, , , , , , , ,E77.8, , 
congenital disorder of glycosylation with developmental anomaly, , , , , , , ,E77.8, , 
Silver-Russell syndrome due to a point mutation, , , , , , , ,Q87.1, , 
