diseaseLabel,symptomsLabel,treatmentLabel,differentFromLabel,riskLabel,causeLabel,diagnosisLabel,icd9,icd10,umls,mesh
connective tissue disorder due to lysyl hydroxylase-3 deficiency, , , , , , , , ,C2676285,C567320
blindness-scoliosis-arachnodactyly syndrome, , , , , , , , ,C2676234,C567309
pancreatic insufficiency-anemia-hyperostosis syndrome, , , , , , , , ,C2675184,C567195
cholestasis-pigmentary retinopathy-cleft palate syndrome, , , , , , , , ,C0795969,C535632
"spondyloepimetaphyseal dysplasia, aggrecan type", , , , , , , ,Q77.7,C2748544,C567558
"microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type", , , , , , , ,Q87.8,C2751878,C567850
epileptic encephalopathy with global cerebral demyelination, , , , , , , ,G31.8,C2751855,C567847
acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins, , , , , , , ,K72.0,"C2751567,C3278664", 
RIN2 syndrome, , , , , , , ,Q82.8,C2751321,C567770
congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome, , , , , , , ,G71.3,C2751320,C567769
CLAPO syndrome, , , , , , , ,Q87.3,C2751313,C567763
polymicrogyria with optic nerve hypoplasia, , , , , , , , ,C2750798,C567715
"autosomal recessive spondylometaphyseal dysplasia, Mégarbané type", , , , , , , ,Q77.8,C2750075,C567644
combined immunodeficiency with faciooculoskeletal anomalies, , , , , , , ,Q87.8,C2750068,C567641
spondylo-megaepiphyseal-metaphyseal dysplasia, , , , , , , ,Q77.7,C2750066,C567639
"Brachydactylous dwarfism, Mseleni type", , , , , , , ,Q77.7,"C2931420,C3150544",C537086
syndromic multisystem autoimmune disease due to ICTH deficiency, , , , , , , , ,C3150649, 
frontonasal dysplasia with alopecia and genital anomaly, , , , , , , ,Q87.0,C3150703, 
frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome, , , , , , , , ,C3150706, 
Noonan syndrome-like disorder with juvenile myelomonocytic leukemia, , , , , , , ,Q87.1,C3150803, 
ectodermal dysplasia-cutaneous syndactyly syndrome, , , , , , , ,Q82.8,C3150809, 
lymphedema-posterior choanal atresia syndrome, , , , , , , ,Q82.0,C3150875, 
infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly, , , , , , , ,Q04.3,C3150921, 
THOC6-related developmental delay-microcephaly-facial dysmorphism syndrome, , , , , , , ,Q87.0,C3150939, 
distal 7q11.23 microdeletion syndrome, , , , , , , ,Q93.5,C3150999, 
porencephaly-microcephaly-bilateral congenital cataract syndrome, , , , , , , , ,C3151000, 
Nestor-Guillermo progeria syndrome, , , , , , , ,E34.8,C3151446, 
"chondrodysplasia with joint dislocations, gPAPP type", , , , , , , , ,C3279757, 
cutis laxa-marfanoid syndrome, , , , , , , , ,"C0432335,C1835577",C563639
occipital pachygyria and polymicrogyria, , , , , , , ,Q04.3,C3279875, 
hypertelorism-preauricular sinus-punctual pits-deafness syndrome, , , , , , , , ,C3280065, 
craniosynostosis and dental anomalies, , , , , , , ,Q87.0,C3280073, 
overgrowth-macrocephaly-facial dysmorphism syndrome, , , , , , , ,Q87.3,C3280095, 
familial retinal arterial macroaneurysm, , , , , , , , ,C3280205, 
primary microcephaly-epilepsy-permanent neonatal diabetes syndrome, , , , , , , , ,C3280240, 
microcephaly-capillary malformation syndrome, , , , , , ,759.89,Q87.8,C3280296, 
Wolfram-like syndrome, , , , , , , ,E13.8,"C1857286,C3280358", 
chromosome 2P16.3 deletion syndrome, , , , , , , , ,"C3280524,C3808494", 
peripheral neuropathy-myopathy-hoarseness-hearing loss syndrome, , , , , , , ,G60.0,C3280556, 
lethal encephalopathy due to mitochondrial and peroxisomal fission defect, , , , , , , ,G31.8,C3280660, 
"microphthalmia, syndromic 11", , , , , , , , ,C3553077, 
microcephaly-cerebellar hypoplasia-cardiac conduction defect syndrome, , , , , , , , ,C3280692, 
lethal occipital encephalocele-skeletal dysplasia syndrome, , , , , , , ,Q87.5,C3280729, 
lipoic acid synthetase deficiency, , , , , , , ,E88.8,C3280887, 
"Ehlers-Danlos syndrome, kyphoscoliotic and deafness type", , , , , , , ,Q79.6,C3281160, 
pontine tegmental cap dysplasia, , , , , , , ,Q04.8,C3541340, 
ataxia-intellectual disability-oculomotor apraxia-cerebellar cysts syndrome, , , , , , , ,G11.1,C4014821, 
congenital deficiency in alpha-fetoprotein, , , , , , , , ,C1863081, 
autosomal dominant mendelian susceptibility to mycobacterial diseases due to partial IFNgammaR1 deficiency, , , , , , , ,D84.8,C4014863, 
"intellectual disability, autosomal recessive 45", , , , , , , , ,C4014864, 
LIPE-related familial partial lipodystrophy, , , , , , , ,E88.1,C4014869, 
cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome, , , , , , , ,Q87.8,C4014942, 
Fanconi renotubular syndrome 4 with Maturity-onset diabetes of the young, , , , , , , , ,C4014962, 
nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome, , , , , , , ,Q82.8,C4014987, 
periodic fever-infantile enterocolitis-autoinflammatory syndrome, , , , , , , ,E85.0,C4015067, 
"epileptic encephalopathy, early infantile, 26", , , , , , , , ,C4015119, 
"inflammatory skin and bowel disease, neonatal, 2", , , , , , , , ,C4015130, 
retinal dystrophy with inner retinal dysfunction and ganglion cell anomalies, , , , , , , ,H35.5,C4015146, 
"microcephaly 12, primary, autosomal recessive", , , , , , , , ,C4015156, 
ketoacidosis due to monocarboxylate transporter-1 deficiency, , , , , , , ,E88.8,C4015186, 
immunodeficiency 37, , , , , , , , ,C4015195, 
woolly hair-palmoplantar keratoderma syndrome, , , , , , , ,Q82.8,C4015202, 
autoimmune lymphoproliferative syndrome due to CTLA4 haploinsuffiency, , , , , , , ,D47.9,C4015214, 
retinitis pigmentosa-juvenile cataract-short stature-intellectual disability syndrome, , , , , , , ,Q87.8,C4015242, 
polyendocrine-polyneuropathy syndrome, , , , , , , , ,C4015261, 
"intellectual disability, autosomal recessive 46", , , , , , , , ,C4015283, 
atrial conduction disease, , , , , , , ,I45.8,C4015285,D000075224
"macular degeneration, early-onset", , , , , , , , ,C4015286, 
mendelian susceptibility to mycobacterial diseases due to complete ISG15 deficiency, , , , , , , ,D84.8,C4015293, 
severe intellectual disability-epilepsy-cataract syndrome due to fatty acyl-CoA reductase 1 deficiency, , , , , , , ,E71.3,C4015344, 
macular dystrophy with central cone involvement, , , , , , , , ,C4015371, 
"46,XX ovarian dysgenesis-short stature syndrome", , , , , , , ,Q96.8,C4015409, 
progressive myoclonic epilepsy type 7, , , , , , , ,G40.3,C4015420, 
"intellectual disability, autosomal recessive 47", , , , , , , , ,C4015444, 
polyglucosan body myopathy type 2, , , , , , , ,E74.0,C4015452, 
progeroid features-hepatocellular carcinoma predisposition syndrome, , , , , , , , ,C4015461, 
cerebellar-facial-dental syndrome, , , , , , , ,Q87.0,C4015495, 
autosomal dominant mitochondrial myopathy with exercise intolerance, , , , , , , ,G71.3,C4015513, 
"epileptic encephalopathy, early infantile, 28", , , , , , , , ,C4015519, 
progressive myoclonic epilepsy type 8, , , , , , , ,G40.3,C4015619, 
myopathy due to calsequestrin and SERCA1 protein overload, , , , , , , ,G71.8,C4015624, 
lethal congenital contracture syndrome 6, , , , , , , , ,C4015686, 
short stature with nonspecific skeletal abnormalities, , , , , , , , ,C4225399, 
lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome, , , , , , , , ,C4015701, 
Tenorio syndrome, , , , , , , , ,C4015710, 
infantile multisystem neurologic-endocrine-pancreatic disease, , , , , , , , ,C4015728, 
"congenital contractures of the limbs and face, hypotonia, and developmental delay", , , , , , , , ,C4225398, 
progressive essential tremor-speech impairment-facial dysmorphism-intellectual disability-abnormal behavior syndrome, , , , , , , , ,C4225395, 
neonatal encephalomyopathy-cardiomyopathy-respiratory distress syndrome, , , , , , , , ,C4225392, 
peeling skin-leukonuchia-acral punctate keratoses-cheilitis-knuckle pads syndrome, , , , , , , ,Q82.8,C4225381, 
Lipoyl transferase 1 deficiency, , , , , , , ,E88.8,C4225379, 
"epileptic encephalopathy, early infantile, 29", , , , , , , , ,C4225361, 
lissencephaly 7 with cerebellar hypoplasia, , , , , , , , ,C4225359, 
immunodeficiency 39, , , , , , , , ,C4225358, 
"epileptic encephalopathy, early infantile, 32", , , , , , , , ,C4225350, 
cognitive impairment-coarse facies-heart defects-obesity-pulmonary involvement-short stature-skeletal dysplasia syndrome, , , , , , , ,Q87.8,C4085597, 
"pulmonary fibrosis and/or bone marrow failure, Telomere-related, 4", , , , , , , , ,C4225347, 
"pulmonary fibrosis and/or bone marrow failure, Telomere-related, 3", , , , , , , , ,C4225346, 
"trichothiodystrophy 2, photosensitive", , , , , , , , ,C4225344, 
"trichothiodystrophy 3, photosensitive", , , , , , , , ,C4017171, 
isolated focal non-epidermolytic palmoplantar keratoderma, , , , , , , , ,C4225339, 
"microcephaly 14, primary, autosomal recessive", , , , , , , , ,C4225338, 
"epileptic encephalopathy, early infantile, 33", , , , , , , , ,C4225337, 
combined oxidative phosphorylation defect type 25, , , , , , , ,E88.8,C4225329, 
DOCK2 deficiency, , , , , , , ,D81.8,C4225328, 
congenital cataract-microcephaly-nevus flammeus simplex-severe intellectual disability syndrome, , , , , , , , ,C4225323, 
"intellectual disability, autosomal recessive 50", , , , , , , , ,C4225319, 
"progressive external ophthalmoplegia with mitochondrial Dna deletions, autosomal recessive 2", , , , , , , , ,C4225312, 
fever-associated acute infantile liver failure syndrome, , , , , , , , ,CN232144, 
epidermolysis bullosa simplex with nail dystrophy, , , , , , , , ,C4225309, 
cone-rod dystrophy 21, , , , , , , , ,CN231743, 
lethal congenital contracture syndrome 9, , , , , , , , ,C4225303, 
"muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 9", , , , , , , , ,C4225291, 
combined oxidative phosphorylation defect type 26, , , , , , , , ,C4225290, 
progressive myoclonic epilepsy type 9, , , , , , , ,G40.3,C4225289, 
"short stature, microcephaly, and endocrine dysfunction", , , , , , , , ,C4225288, 
"immunodeficiency, common variable, 12", , , , , , , , ,C4225277, 
microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome, , , , , , , , ,C4225276, 
neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome due to a point mutation, , , , , , , , ,C4225274, 
"spondyloepiphyseal dysplasia, Stanescu type", , , , , , , ,Q77.7,C4225273, 
autosomal recessive mendelian susceptibility to mycobacterial diseases due to complete RORgamma receptor deficiency, , , , , , , , ,C4225266, 
Senior-Loken syndrome 9; SLSN9, , , , , , , , ,C4225263, 
"porokeratosis 9, multiple types; POROK9", , , , , , , , ,C4225262, 
progressive microcephaly-seizures-cortical blindness-developmental delay syndrome, , , , , , , , ,C4225261, 
primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection, , , , , , , ,D84.8,C4225260, 
macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome, , , , , , , , ,C4225259, 
early-onset Lafora body disease, , , , , , , ,G40.3,C4225258, 
"epileptic encephalopathy, early infantile, 34; EIEE34", , , , , , , , ,C4225257, 
spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome, , , , , , , ,Q02,C4225254, 
combined oxidative phosphorylation defect type 27, , , , , , , , ,C4225251, 
"microcephaly 16, primary, autosomal recessive; MCPH16", , , , , , , , ,C4225249, 
seizures-scoliosis-macrocephaly syndrome, , , , , , , , ,C4225248, 
dehydrated hereditary stomatocytosis 2, , , , , , , , ,C4225242, 
facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation, , , , , , , , ,C4225239, 
familial progressive retinal dystrophy-iris coloboma-congenital cataract syndrome, , , , , , , , ,C4225233, 
progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome, , , , , , , , ,C4225232, 
"tooth agenesis, selective, 7; STHAG7", , , , , , , , ,C4225231, 
palatal anomalies-widely spaced teeth-facial dysmorphism-developmental delay syndrome, , , , , , , , ,C4225229, 
"nephrotic syndrome, type 11", , , , , , , , ,C4225228, 
"coenzyme Q10 deficiency, primary, 8; COQ10D8", , , , , , , , ,C4225226, 
"tremor, hereditary essential, 5; ETM5", , , , , , , , ,C4225223, 
macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome, , , , , , , , ,C4225222, 
"intellectual disability, autosomal recessive 51; MRT51", , , , , , , , ,C4225220, 
TFRC-related combined immunodeficiency, , , , , , , , ,C4225219, 
hereditary pediatric Behçet-like disease, , , , , , , , ,C4225218, 
"heterotaxy, visceral, 7, autosomal; HTX7", , , , , , , , ,C4225217, 
leukodystrophy and acquired microcephaly with or without dystonia;, , , , , , , , ,C4225213, 
inherited oocyte maturation defect, , , , , , , , ,C4225210, 
orofacial cleft 15; OFC15, , , , , , , , ,C4225209, 
cardiac anomalies-developmental delay-facial dysmorphism syndrome, , , , , , , ,Q87.8,C4225208, 
neonatal severe cardiopulmonary failure due to mitochondrial methylation defect, , , , , , , , ,C4225206, 
Lamb-Shaffer syndrome, , , , , , , , ,C4225202, 
combined oxidative phosphorylation deficiency 29, , , , , , , , ,C4225200, 
preimplantation embryonic lethality 1; PREMBL1, , , , , , , , ,C4225197, 
severe hypotonia-psychomotor developmental delay-strabismus-cardiac septal defect syndrome, , , , , , , , ,C4225196, 
"microcephaly, short stature, and impaired glucose metabolism 2; MSSGM2", , , , , , , , ,C4225195, 
severe intellectual disability-corpus callosum agenesis-facial dysmorphism-cerebellar ataxia syndrome, , , , , , , , ,C4225193, 
Luscan-Lumish syndrome, , , , , , , , ,C4085873, 
paget disease of bone 6, , , , , , , , ,C4085250, 
microcephaly-congenital cataract-psoriasiform dermatitis syndrome, , , , , , , , ,C4225189, 
Meier-Gorlin syndrome 6, , , , , , , , ,C4225188, 
"exercise intolerance, riboflavin-responsive", , , , , , , , ,C4225187, 
"lymphedema, hereditary, type III", , , , , , , , ,C4225184, 
progressive scapulohumeroperoneal distal myopathy, , , , , , , ,G71.0,C4225181, 
even-plus syndrome, , , , , , , , ,C4225180, 
Cowden syndrome 7, , , , , , , , ,C4225179, 
pancytopenia due to IKZF1 mutations, , , , , , , ,D81.8,C4225173, 
"cerebellar atrophy, visual impairment, and psychomotor retardation;", , , , , , , , ,C4225172, 
"metabolic encephalomyopathic Crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration; MECRCN", , , , , , , , ,C4225171, 
"intellectual disability, autosomal recessive 52", , , , , , , , ,C4225168, 
split-foot malformation-mesoaxial polydactyly syndrome, , , , , , , , ,C4225167, 
"nephrotic syndrome, type 12", , , , , , , , ,C4225166, 
"nephrotic syndrome, type 13", , , , , , , , ,C4225165, 
mitochondrial DNA depletion syndrome 14 (cardioencephalomyopathic type); MTDPS14, , , , , , , , ,C4225163, 
complex lethal osteochondrodysplasia, , , , , , , ,Q78.8,C4225162, 
craniofacial dysplasia-short stature-ectodermal anomalies-intellectual disability syndrome, , , , , , , , ,C4310801, 
"intellectual disability, autosomal recessive 53; MRT53", , , , , , , , ,C4310794, 
heart and brain malformation syndrome; HBMS, , , , , , , , ,C4310793, 
"dyskinesia, limb and orofacial, infantile-onset", , , , , , , , ,C4310792, 
hereditary thrombocytopenia with early-onset myelofibrosis, , , , , , , , ,C4310789, 
Coffin-Siris syndrome 5, , , , , , , , ,C4310788, 
"chorea, childhood-onset, with psychomotor retardation", , , , , , , , ,C4310787, 
"agammaglobulinemia 8, autosomal dominant", , , , , , , , ,C4310786, 
"trichothiodystrophy 6, nonphotosensitive", , , , , , , , ,C4310785, 
premature ovarian failure 11; POF11, , , , , , , , ,C4310783, 
premature ovarian failure 12; POF12, , , , , , , , ,C4310782, 
spermatogenic failure 15; SPGF15, , , , , , , , ,C4310779, 
TELO2-related intellectual disability-neurodevelopmental disorder, , , , , , , , ,C4310778, 
retinitis pigmentosa and Erythrocytic Microcytosis; RPEM, , , , , , , , ,C4310776, 
"hypercalcemia, infantile, 2; HCINF2", , , , , , , , , , 
combined oxidative phosphorylation defect type 30, , , , , , , , ,C4310773, 
"neurodevelopmental disorder with or without anomalies of the brain, eye, or heart", , , , , , , , ,C4310772, 
"epileptic encephalopathy, early infantile, 37; EIEE37", , , , , , , , ,C4310770, 
"autoimmune disease, multisystem, infantile-onset, 2; ADMIO2", , , , , , , , ,C4310768, 
"macrocephaly, dysmorphic facies, and psychomotor retardation", , , , , , , , ,C4310766, 
hypermanganesemia with dystonia 2, , , , , , , , ,C4310765, 
autosomal recessive severe congenital neutropenia due to CSF3R deficiency, , , , , , , ,D70,C4310764, 
"epileptic encephalopathy, early infantile, 38; EIEE38", , , , , , , , ,C4310762, 
"hydrops, lactic acidosis, and sideroblastic anemia", , , , , , , , ,C4310761, 
NEK9-related lethal skeletal dysplasia, , , , , , , ,Q77.2,C4310760, 
"hyperaldosteronism, familial, type IV; HALD4", , , , , , , , ,C4310756, 
"intellectual disability, autosomal recessive 54; MRT54", , , , , , , , ,C4310755, 
"myopathy, distal, 5; MPD5", , , , , , , , ,C4310754, 
patent ductus arteriosus 2, , , , , , , , ,C4284595, 
transketolase deficiency, , , , , , , , ,C4310751, 
progressive familial intrahepatic cholestasis 5, , , , , , , , ,C4310747, 
Hermansky-Pudlak syndrome 10; HPS10, , , , , , , , ,C4310746, 
severe growth deficiency-strabismus-extensive dermal melanocytosis-intellectual disability syndrome, , , , , , , , ,C4310745, 
"hyperuricemic nephropathy, familial juvenile 4", , , , , , , , ,C4310741, 
Okur-Chung neurodevelopmental syndrome; OCNDS, , , , , , , , ,C4310739, 
